road_type,traffic_density,avg_speed,weather_condition,num_lanes,road_surface,lighting,accident_risk
Rural,244.92967203914927,84.19592119716313,Clear,1,Good,Daylight,0.2543885384013405
Rural,114.50756932417464,99.45851410206258,Clear,5,Fair,Daylight,0.41474552059565956
Highway,125.64385149497443,80.74962977318803,Clear,4,poor,Daylight,
Highway,123.93165538693175,38.983911047487645,Foggy,3,poor,Night,
Highway,108.76386090258958,58.26635185023747,Clear,1,poor,Daylight,
Rural,130.81155282910856,115.68688161972551,Rainy,4,Good,Daylight,0.3251059400328156
Urban,141.20969116026095,48.81749127780067,Rainy,3,poor,Daylight,
Highway,100.33067470893481,26.286238426335,Rainy,2,Fair,Daylight,0.4695949877750809
Urban,338.1173248479021,58.48299748955526,Foggy,5,Fair,Night,0.8077527427988709
Highway,495.6806905619898,56.63071188441145,Rainy,2,poor,Daylight,
Highway,445.63403509351525,67.03088157324177,Foggy,1,poor,Night,
Highway,70.5212257217388,76.03034220812125,Clear,5,Fair,Daylight,0.34616996279331874
Highway,240.37646413852616,119.24232665070895,Clear,2,poor,Night,
Highway,436.68976065474754,95.62339421860172,Foggy,4,poor,Night,
Urban,110.6036680963984,23.589076425771033,Foggy,1,poor,Daylight,
Highway,431.44031599341923,91.27123282065126,Foggy,2,Fair,Daylight,0.7429209916786352
Urban,316.71528702705467,102.42317484117584,Clear,5,Fair,Daylight,0.3338425365169515
Rural,469.0843486682503,109.56307388843864,Foggy,5,poor,Night,
Highway,444.2176014189913,62.400610290240124,Clear,3,Fair,Night,0.6736973211042583
Urban,354.6654449264229,51.36255681058495,Clear,5,poor,Daylight,
Rural,346.02019694271297,103.93247927232382,Rainy,5,poor,Night,
Rural,145.92389107635864,97.76154093585387,Clear,1,poor,Daylight,
Rural,102.53883522110384,73.60424499658257,Foggy,5,Good,Daylight,0.5470566149588066
Urban,236.92704348595927,31.78827844151522,Foggy,3,Good,Daylight,0.5498145503179381
Highway,133.96101777190614,85.17613390681011,Foggy,5,poor,Daylight,
Highway,96.08752295499153,26.56675664328742,Clear,3,Good,Daylight,0.3733660028983992
Urban,186.04702997280208,30.036680469016723,Clear,4,poor,Night,
Highway,437.22047425849183,53.11402389252315,Rainy,3,Good,Night,0.685176000455358
Urban,57.71666930826255,57.11754968680624,Rainy,1,poor,Daylight,
Highway,181.68695677497902,66.19740388902801,Foggy,2,Good,Night,0.6547164803877225
Rural,240.82348334652153,53.91429592187487,Clear,2,Fair,Night,0.5131937185252865
Highway,279.75638732687895,23.37881554345193,Foggy,4,Fair,Night,0.9153986417588513
Urban,131.70987877234518,35.74156844257336,Foggy,1,Good,Daylight,0.4834855757407413
Urban,483.899089927114,31.511196583203432,Foggy,4,poor,Daylight,
Rural,310.49286960748526,63.118359856595944,Rainy,4,Good,Daylight,0.4294409169390859
Urban,284.9497461756698,41.21289271816646,Foggy,5,Good,Night,0.8688775589570641
Highway,53.97016501865352,49.35452928949668,Rainy,5,Fair,Night,0.6783561276535499
Highway,268.57192072820317,67.15674633647262,Clear,1,Fair,Daylight,0.33081018929619377
Rural,426.95178325483283,43.556185981052806,Foggy,2,Fair,Night,0.943865177887697
Urban,148.84004437305921,44.59291043860593,Rainy,3,Good,Night,0.5315183800298501
Rural,208.04340577388584,103.31441773865687,Clear,5,Fair,Daylight,0.3507210377530575
Highway,59.257159109463,74.80868680606496,Rainy,1,Fair,Night,0.5605485727524698
Rural,489.6173814052078,105.67594515799968,Foggy,1,Fair,Night,0.8608428962497073
Urban,79.99330870761837,71.45259152192105,Clear,2,poor,Night,
Rural,454.19950575930625,110.92642324233215,Clear,1,poor,Daylight,
Urban,190.8444713812046,45.474207149300156,Clear,1,Good,Daylight,0.2592444760144888
Urban,314.4003808936453,81.66700334472011,Rainy,2,Fair,Night,0.6661775237449868
Highway,355.6919929847015,70.32317738538788,Rainy,5,Good,Night,0.779977558831601
Highway,113.37312534400152,111.8690926683193,Rainy,2,Good,Night,0.3653714473240244
Highway,249.69172000115097,61.847957785733115,Clear,4,Fair,Night,0.5967252473724474
Urban,196.45974511098905,105.48238132665675,Foggy,5,Good,Night,0.7129111706705198
Rural,75.4711095224594,76.3904050605864,Foggy,4,Fair,Night,0.6128645482912103
Urban,424.93714447693134,90.85429518604973,Clear,1,Fair,Night,0.655371943892882
Highway,70.32549042386498,108.68930931195563,Foggy,4,poor,Night,
Highway,343.96608176774004,119.69064147047952,Clear,2,Good,Daylight,0.22346542158626775
Rural,191.33481938893115,93.11395586477195,Foggy,2,Good,Daylight,0.4640804888105444
Highway,136.45819724083998,51.452195291778274,Foggy,3,Fair,Night,0.7193017831435532
Highway,350.1887231009954,49.90119932921097,Foggy,1,poor,Night,
Highway,308.54197153679263,50.91038248919642,Rainy,2,poor,Night,
Rural,191.86531581867345,29.790832029949826,Rainy,5,Good,Daylight,0.6001837806454469
Urban,280.83233671665766,25.359889192886936,Clear,2,poor,Night,
Highway,160.80669554279427,78.08428763236975,Rainy,5,Good,Night,0.4970525764848265
Rural,438.6634065512115,101.05885272216923,Clear,1,Good,Night,0.5166951580593728
Highway,191.2184511472227,23.61345398153602,Rainy,3,poor,Daylight,
Rural,160.31886329818911,76.66342964218404,Foggy,3,Fair,Daylight,0.5972103198752595
Highway,388.32516997684303,57.17611212228292,Rainy,4,Good,Night,0.6847847571647188
Rural,57.9166195972617,109.24852025576186,Rainy,2,Good,Night,0.3725013654537308
Highway,170.60527943873387,34.53869288808862,Rainy,1,Good,Night,0.6684287273692874
Urban,218.92784929302792,76.34320050095457,Clear,4,Good,Daylight,0.3033771387418346
Highway,447.0070828061218,117.09207069947925,Clear,1,poor,Daylight,
Rural,477.6988111467549,54.503296646506264,Foggy,1,poor,Night,
Highway,372.41508511127745,94.17769112935055,Foggy,4,poor,Night,
Urban,271.6393014543469,108.24511550400854,Foggy,1,poor,Daylight,
Highway,338.2796970759599,38.621056247172874,Rainy,4,Good,Daylight,0.5718777384434419
Rural,236.30047325659987,119.2527180262004,Foggy,2,Fair,Daylight,0.5696496441572847
Rural,184.47162433190053,100.93866650390302,Clear,4,Fair,Night,0.49902226712494097
Urban,477.80963066283283,33.75642581125396,Foggy,2,poor,Daylight,
Rural,101.92560305446571,51.08847005148377,Foggy,3,Good,Daylight,0.4177156339773704
Highway,205.87710562254907,82.49700383573438,Foggy,4,poor,Daylight,
Highway,454.5900319822669,108.49177626043925,Foggy,3,Fair,Night,0.8865558248630021
Highway,375.41364376433756,39.48355225922774,Foggy,4,poor,Night,
Rural,63.095653095339465,93.12055825454951,Clear,1,Good,Night,0.2791525824128991
Highway,60.39485304091121,47.06480132180208,Rainy,3,Good,Daylight,0.3638442394282714
Highway,282.4306081810586,100.54164506276646,Foggy,5,Good,Daylight,0.5736706073050469
Highway,267.91387530350977,88.34420272750333,Rainy,5,poor,Night,
Urban,249.3461923953432,72.29090346686073,Foggy,5,Fair,Daylight,0.7518444961412669
Rural,186.05469282755402,84.98659624090001,Rainy,3,Good,Night,0.5814885472711436
Rural,493.9874239161376,107.64452455338171,Clear,2,Fair,Daylight,0.3875262309567584
Rural,172.39429534252167,58.64258598464837,Rainy,4,Fair,Night,0.6367203204914202
Urban,270.51809289825286,96.92501801560286,Foggy,1,poor,Night,
Rural,232.20189357037984,35.89054348754965,Rainy,1,poor,Night,
Urban,126.61224168278393,90.11855654419016,Rainy,3,Fair,Daylight,0.48984087379442
Urban,141.17846860637536,95.06573624717106,Foggy,5,Good,Night,0.5756482829463507
Rural,463.2362339043978,64.29976967544553,Rainy,1,Good,Night,0.7444119833521227
Highway,436.2258752851798,99.36221052995774,Foggy,1,poor,Daylight,
Highway,139.56993761915857,75.71033658778771,Clear,2,Good,Daylight,0.1773193840458852
Rural,444.0481807592811,113.62743976694658,Foggy,1,Fair,Daylight,0.716472766812431
Rural,144.13375853637913,31.24664359613645,Clear,1,Good,Daylight,0.2515361273055402
Urban,331.9458447864637,33.08214262651818,Rainy,4,poor,Night,
Rural,86.57623549431221,104.24274420445555,Foggy,1,Fair,Night,0.6371023029771091
Urban,446.1663318166032,104.23612745663522,Rainy,4,Fair,Night,0.8003537871801188
Rural,73.17513475946014,67.12247512082587,Clear,5,Good,Daylight,0.22642499316464162
Highway,299.7243001630115,116.39622098722307,Clear,2,Good,Night,0.44175686411338927
Highway,400.8701863311733,87.93893186267032,Rainy,1,Fair,Daylight,0.5704182483962197
Rural,102.57563138480654,118.2853246762062,Foggy,2,poor,Night,
Urban,232.01612037508482,73.23953952013183,Foggy,2,poor,Daylight,
Highway,68.87756817052255,40.16133442480156,Foggy,2,Good,Daylight,0.3429300120681615
Urban,357.23865980298166,64.43931270291306,Foggy,3,poor,Daylight,
Rural,188.35231773260838,118.04868419470144,Clear,4,Fair,Daylight,0.266778632763783
Rural,301.7278600873115,57.04139530294075,Foggy,2,poor,Daylight,
Highway,469.72952168916277,115.70164331348333,Rainy,5,Fair,Night,0.8761655973847536
Rural,187.63614859767907,99.70213476743166,Clear,1,Good,Daylight,0.07311359196267098
Highway,71.88236223587496,64.21063277929974,Rainy,2,poor,Daylight,
Urban,354.03249546441515,74.18710319575835,Rainy,2,Fair,Night,0.7834861241011034
Highway,404.07851053137534,80.74390772822954,Rainy,1,Good,Daylight,0.3908824880749068
Highway,481.0408519449092,86.57660847303056,Clear,5,Fair,Night,0.7134965666416934
Urban,121.01039466154961,27.66992166151197,Foggy,2,poor,Night,
Highway,226.4629663022674,113.35880524162133,Rainy,2,Fair,Daylight,0.4638226769593793
Highway,429.86320701146366,79.69997131006654,Rainy,5,Good,Night,0.6688737241283099
Rural,413.09212697099576,113.11492196038196,Foggy,2,Good,Daylight,0.5473080161868674
Urban,331.1580683002381,83.18984712883648,Foggy,5,poor,Daylight,
Highway,171.2158453412123,63.101548900975104,Foggy,2,Good,Daylight,0.5429250449426078
Urban,177.81588079284992,76.69280115363321,Foggy,1,poor,Night,
Urban,105.80134758086415,102.9503274040285,Rainy,5,Good,Daylight,0.3437719274578216
Highway,464.83415320365935,52.61258314516737,Clear,1,poor,Night,
Rural,127.8191815877504,115.64600570759187,Foggy,1,Good,Daylight,0.41033235112007665
Urban,307.7989705309579,66.59551978057364,Foggy,2,poor,Daylight,
Highway,312.9581376419508,115.62370020973864,Rainy,5,Fair,Daylight,0.5298787533754533
Urban,216.32244853787097,108.07566147432631,Foggy,3,Fair,Daylight,0.5629597256753859
Rural,208.6333074524548,96.76619564158122,Rainy,1,poor,Night,
Rural,350.86478835122585,66.74377994372061,Rainy,1,Good,Daylight,0.48869488186324345
Rural,224.73400007684256,78.69451443143201,Rainy,1,Good,Daylight,0.40446582448744284
Highway,164.8019270021003,103.80294123603257,Rainy,2,poor,Daylight,
Highway,229.60926608001392,74.40558018647006,Foggy,2,Good,Daylight,0.48039602314569857
Rural,413.4479349494957,93.81895765384911,Clear,1,poor,Daylight,
Highway,484.9153048090335,99.06590510067633,Foggy,2,Fair,Daylight,0.7067486665770222
Rural,336.17760370423014,71.30952456686848,Clear,2,poor,Night,
Highway,401.9455514678479,73.62475183536688,Foggy,2,Good,Night,0.7780206918208603
Rural,289.7711875906746,39.78347172218824,Rainy,4,Good,Night,0.6895911980859188
Urban,331.170413942047,44.47391777070842,Foggy,5,poor,Daylight,
Rural,494.63899553145194,110.49431831942118,Rainy,2,poor,Daylight,
Rural,247.28848911586016,104.03296126633181,Foggy,4,poor,Daylight,
Highway,79.81461362938998,21.0122558540114,Rainy,4,poor,Night,
Highway,480.6531130187096,106.93875859880623,Clear,2,Fair,Night,0.5068488327547457
Highway,406.8777744065964,22.52348855868021,Rainy,4,Good,Daylight,0.5885520543114757
Highway,229.23966553860708,65.82804029423284,Foggy,3,Good,Night,0.6954781867332139
Highway,492.077774130246,26.74327261109027,Rainy,4,poor,Night,
Highway,205.49108765688177,116.8823138457169,Clear,5,poor,Daylight,
Urban,217.4540882036129,117.23192558042162,Clear,4,poor,Daylight,
Rural,324.37910893546433,81.08709419666172,Foggy,2,Fair,Night,0.7581145327071064
Rural,173.4563237699105,59.22049108235336,Rainy,1,Fair,Night,0.7109653286820378
Rural,364.3571683088297,71.19927501945793,Foggy,3,poor,Daylight,
Urban,118.78263677772766,96.22993204819157,Rainy,4,Good,Night,0.4854741308759028
Rural,98.61139371116909,42.31929597201837,Clear,3,Fair,Night,0.6107137014351951
Urban,290.69510340387,64.17224912169294,Foggy,5,Good,Daylight,0.6340232950391405
Urban,299.97215707748046,93.72686902530849,Clear,4,Fair,Daylight,0.41836205002296734
Urban,97.99478133336078,59.539247783712725,Rainy,4,poor,Night,
Rural,483.879317509018,23.199652209269644,Clear,3,poor,Night,
Urban,307.9789959231877,70.73944190551197,Rainy,4,Good,Daylight,0.5834852382349294
Rural,117.96574662361674,93.74111625395466,Foggy,4,poor,Daylight,
Rural,190.14913594953455,117.68164091845601,Rainy,1,Good,Daylight,0.27866728865925594
Highway,410.1053962699232,23.704615319735073,Rainy,3,poor,Night,
Highway,285.45418753948934,73.99206021509772,Foggy,2,poor,Night,
Urban,134.66675684595003,64.99386621389576,Foggy,2,Good,Daylight,0.40348351690921647
Urban,96.28203742781214,44.24487892909399,Clear,5,poor,Night,
Rural,243.84848550686817,83.77627200472377,Rainy,1,Fair,Night,0.5687090859907836
Urban,201.8366189088954,36.362249285578216,Rainy,3,poor,Daylight,
Urban,345.16280861688807,48.386476731485274,Clear,3,Good,Night,0.541061521497979
Rural,466.3611441280244,98.17573901751244,Rainy,1,poor,Night,
Urban,161.47862859837147,66.0411740025555,Rainy,1,Fair,Night,0.6243671520498786
Urban,434.85526997728033,119.36706469198847,Foggy,5,poor,Night,
Rural,464.20789030034024,58.64607441487941,Foggy,2,poor,Daylight,
Rural,455.90116976145566,66.32610661002164,Foggy,3,Fair,Night,0.9380910544739578
Highway,478.4347984754459,50.0257762088534,Clear,1,poor,Daylight,
Rural,428.9488799581739,43.629360619104546,Foggy,3,poor,Night,
Highway,317.0687024285016,112.2281411194817,Clear,2,Good,Night,0.4098814678158724
Urban,234.43074441960886,94.88266401287311,Foggy,3,Good,Daylight,0.4795758094954496
Rural,271.25950371519707,53.340253220141335,Rainy,3,Good,Night,0.6996859261669425
Rural,442.67547869491335,90.01559896457246,Rainy,1,Good,Night,0.5639367155796567
Rural,185.6292698377321,116.57837504365607,Foggy,1,Fair,Night,0.5807840607824242
Urban,121.66776245349247,27.404796561391393,Foggy,1,Good,Night,0.6595234785730146
Highway,113.36864816020783,46.45044043708593,Clear,2,Good,Night,0.4861985743581976
Urban,422.1475744572502,40.057854919500144,Rainy,4,poor,Night,
Urban,392.66855884854397,106.97831636444101,Foggy,2,Fair,Night,0.7940406193651548
Rural,273.94040347085365,37.91903295515161,Foggy,1,Fair,Daylight,0.7307126134108974
Highway,173.69214264146893,50.807599598966405,Rainy,5,Good,Daylight,0.5153415959796053
Urban,354.92592899417514,74.38607733261847,Foggy,3,poor,Daylight,
Rural,67.29489384461141,82.10943555869497,Rainy,3,Fair,Night,0.5275566670189068
Urban,305.7025170499976,100.81837625326558,Foggy,3,Fair,Daylight,0.6241200394754696
Urban,229.29132593275864,60.73232465539037,Rainy,3,Good,Night,0.5978360790927253
Rural,490.03683521538585,73.42447226538928,Clear,5,Good,Night,0.6738058302090387
Rural,278.4021120997367,116.54620750442054,Foggy,1,Good,Daylight,0.4361481959966726
Highway,298.5204886026205,49.736173664340626,Foggy,4,poor,Night,
Urban,370.56319854926863,44.809421116532484,Foggy,3,Good,Daylight,0.6549238378495804
Rural,268.042316506541,91.05991913417515,Clear,4,Fair,Daylight,0.39602909370656675
Rural,151.05587867453812,97.11362712004718,Foggy,2,Fair,Daylight,0.5123728443468012
Highway,291.7750309468016,61.47789031803083,Foggy,2,Good,Daylight,0.5537303051046863
Highway,474.92099190082416,41.297891822189065,Rainy,3,Fair,Night,0.8725682317159587
Rural,234.45994467581232,97.89226558113923,Foggy,1,poor,Daylight,
Highway,355.8384297498529,87.04928952790381,Foggy,5,Good,Daylight,0.5373547584967759
Rural,490.1153849985582,107.62278012802393,Rainy,3,Fair,Night,0.7607056483055699
Urban,423.4650408425707,104.43264643271213,Clear,2,Fair,Daylight,0.5044620056637632
Highway,346.5653598874957,40.519518450423334,Clear,2,Good,Night,0.43973411155559583
Urban,381.19841974873145,103.23391800886803,Rainy,4,Fair,Daylight,0.5744199199488131
Urban,471.4174616076838,37.517374111890376,Clear,5,Fair,Daylight,0.5922575261060843
Urban,481.8884469801605,106.37039037779056,Clear,3,Good,Night,0.538186551941776
Rural,486.0356586448981,97.03209340326784,Foggy,1,poor,Daylight,
Urban,331.5387326911349,76.98610742823985,Foggy,4,Fair,Daylight,0.7079066755256772
Urban,223.12024243935645,84.22216758104462,Foggy,5,poor,Night,
Urban,109.91890803033498,30.40792708747582,Clear,4,poor,Daylight,
Rural,223.4966006031813,23.9885181486332,Foggy,1,poor,Daylight,
Urban,474.32995463102856,53.06467417339086,Clear,2,poor,Night,
Urban,450.40868626657533,102.14058114171901,Foggy,3,poor,Daylight,
Highway,285.6468479282954,66.57855731799725,Clear,3,Fair,Night,0.45300756255212793
Rural,291.6532789672658,42.33940300532069,Rainy,1,Fair,Night,0.6784395991108169
Urban,189.01415731773628,103.45488999148158,Rainy,3,poor,Daylight,
Highway,254.52855053171663,42.86272586489729,Foggy,3,Good,Night,0.7371725562420499
Rural,371.5018222727278,101.54937232409418,Clear,4,poor,Daylight,
Rural,231.09382654150636,65.29795309181483,Rainy,1,Good,Night,0.552856435282466
Rural,134.5927424342152,66.34948872672818,Rainy,4,Fair,Daylight,0.5411730906550508
Rural,293.386810471285,47.27196098582422,Foggy,3,Good,Daylight,0.5925873206086361
Rural,151.4016101544476,110.01740208993525,Foggy,5,Fair,Night,0.7449267710467843
Rural,488.42940020567005,28.878527569413407,Clear,5,Good,Night,0.6774289389164158
Urban,225.65296130537936,34.440630130352446,Rainy,4,poor,Daylight,
Urban,459.3492372241023,83.58847682462078,Clear,2,Fair,Daylight,0.44772738607116014
Urban,151.49929847163094,105.01152657563482,Clear,2,Good,Daylight,0.1540616570823249
Urban,135.1440523875994,29.54512501852276,Foggy,1,poor,Daylight,
Highway,327.60550806788183,93.37522494166082,Clear,5,Good,Night,0.522925356607346
Urban,400.7205852364943,94.25115331394863,Clear,5,Good,Night,0.5638138201202139
Rural,305.04405373356906,78.15227301649281,Rainy,4,Good,Daylight,0.4982969691495053
Urban,153.4080576223667,68.6728048169663,Clear,3,Fair,Daylight,0.2799672761392285
Urban,67.05246329779823,52.10877593075345,Rainy,1,Fair,Daylight,0.5612437968456057
Rural,328.2299695359523,55.14617924326665,Rainy,4,poor,Night,
Urban,108.96675141449674,87.44334724154709,Clear,2,Good,Daylight,0.16575700907441834
Urban,204.42937416454905,26.52872912139103,Clear,3,Good,Daylight,0.4883279057146651
Urban,354.10313915205415,78.49349875446256,Rainy,1,Fair,Night,0.7457582820202335
Highway,94.11054826231936,47.87321924528471,Clear,3,Fair,Daylight,0.30166335572355735
Urban,107.2631659027801,66.66059119439424,Rainy,2,Good,Daylight,0.40417477744115193
Rural,77.74979328833186,75.89796184501985,Clear,4,Good,Night,0.3599090205505402
Rural,498.23560800807195,108.56593436343312,Rainy,4,Good,Daylight,0.5071811145132042
Urban,224.18454587071156,77.90748883323548,Rainy,5,Fair,Daylight,0.5655695359451369
Urban,457.6078254805855,42.715957163901905,Foggy,4,Good,Night,0.8652342351698812
Urban,182.11353729092693,27.9459453172377,Clear,5,Good,Daylight,0.35195614601545055
Rural,388.9411543132231,82.69883995909717,Rainy,4,Fair,Night,0.7776561736699296
Rural,148.5799773405705,74.50483963511391,Rainy,1,Fair,Night,0.6199520495659523
Highway,274.24611934171264,87.17978965760621,Clear,2,Fair,Night,0.5543312417325765
Highway,421.0770826831008,65.9396579137337,Clear,3,Fair,Daylight,0.46633125916513735
Highway,417.3504795027872,102.5125847333028,Clear,2,Good,Night,0.487564259890643
Rural,407.4263228132035,112.0179682238633,Foggy,2,Fair,Night,0.7843763810719506
Highway,420.6804858673488,24.00044222236271,Clear,5,Fair,Daylight,0.650768367957701
Urban,145.16252658764566,94.4086536163121,Foggy,5,Good,Daylight,0.4286832615379181
Urban,266.9973226521739,23.516054474684218,Clear,1,poor,Daylight,
Rural,268.1921635687214,64.50966868725448,Foggy,3,Good,Night,0.621947172071427
Highway,450.72611930656063,66.160321677132,Clear,4,Good,Daylight,0.47538252372730044
Urban,183.60132322974297,89.62183975250302,Foggy,4,Good,Daylight,0.5808704549086685
Rural,469.1731520250717,55.24032982009469,Rainy,2,Good,Night,0.8067730139269282
Highway,252.85808133774458,102.09013383182186,Foggy,1,Good,Night,0.6434452819831358
Urban,351.40415142983846,54.28640579458624,Foggy,3,Good,Night,0.8091071354268217
Highway,170.99740052570047,54.25178883414874,Rainy,4,Good,Daylight,0.5454805647647557
Rural,234.63414807408827,42.2760667658647,Clear,2,poor,Night,
Highway,369.4104194311132,88.38689978380847,Rainy,1,Good,Daylight,0.4316696662404098
Rural,280.7362138329542,27.65872274170598,Rainy,3,Good,Night,0.7529751563955713
Highway,468.8186052597502,56.305508588476755,Rainy,2,Good,Daylight,0.5704824016183252
Urban,381.70623465386484,46.689074614956276,Foggy,2,Good,Night,0.7449494177150183
Rural,303.98131647976993,42.93356351014152,Rainy,1,Good,Night,0.55482203266106
Rural,449.00139049349366,26.098331717394124,Clear,1,poor,Daylight,
Rural,349.50037495493495,39.038311572480715,Foggy,1,Fair,Night,0.9525428977179077
Highway,341.2942130391945,64.62444101987015,Foggy,1,Fair,Night,0.8119019819576769
Highway,160.86709991643227,70.37414552673566,Rainy,3,Good,Night,0.5012069256486376
Urban,227.68563448769493,46.95046737897934,Foggy,1,poor,Night,
Rural,357.48664367180965,85.0243508466567,Clear,1,poor,Night,
Rural,451.306270167421,53.57933376569746,Foggy,1,poor,Daylight,
Highway,191.99636314021183,56.72458382496201,Rainy,3,Fair,Night,0.6361256956438998
Highway,146.96852987434312,98.26243341211074,Rainy,4,Fair,Night,0.53002807833714
Urban,317.1631904671351,75.1966721424902,Rainy,2,poor,Night,
Urban,80.23869414622091,115.31748511940243,Foggy,5,Fair,Night,0.6500497367755104
Highway,371.5437656525023,55.93012012651382,Rainy,2,Fair,Daylight,0.6109499861069082
Rural,366.41234447936637,102.78404959944035,Foggy,3,Good,Daylight,0.5495243829833831
Urban,209.7347139437698,93.8337535807765,Rainy,1,Good,Daylight,0.28345590092914796
Highway,451.70494400520573,109.0188927441895,Rainy,3,Good,Daylight,0.5252275585351392
Highway,275.9815136926074,115.6791372923081,Rainy,4,poor,Daylight,
Rural,340.59422781182155,20.7676518076821,Clear,5,Good,Daylight,0.438860324544765
Highway,144.31031687225203,28.82977478675161,Clear,4,poor,Night,
Highway,237.80315082200002,87.43388212275086,Rainy,1,Good,Night,0.5113741945767013
Urban,438.08789312139567,59.01998596966062,Rainy,3,poor,Night,
Highway,145.82279643455428,101.91251017427466,Foggy,3,Fair,Night,0.7229123677571025
Highway,225.75846991661098,21.197982966607125,Foggy,1,poor,Daylight,
Urban,193.13444499265847,100.69774029964304,Clear,1,Fair,Daylight,0.19692931275522169
Rural,117.99958318915105,33.52419983036523,Foggy,5,Good,Daylight,0.6533077259614632
Rural,180.373063157391,49.0249043962628,Foggy,4,Fair,Daylight,0.6363552720480802
Urban,154.74752760884752,116.90782002607547,Foggy,1,Fair,Daylight,0.527579058193974
Urban,465.6171337075973,25.15981135481681,Foggy,1,Good,Daylight,0.7015568327789877
Rural,383.48546204425816,54.90406124526739,Clear,4,poor,Daylight,
Rural,192.24571180227093,28.452877564350647,Clear,1,poor,Night,
Rural,393.5025739592194,105.36044060133682,Foggy,5,poor,Daylight,
Rural,59.96297886524213,90.3016122537423,Foggy,5,Good,Daylight,0.39809928995841815
Rural,286.93611984701295,100.03373878157292,Clear,4,poor,Night,
Urban,162.6505536806029,72.72795117619728,Rainy,2,Fair,Daylight,0.5131395046671892
Highway,101.44493231383137,55.772001967147126,Foggy,5,Good,Night,0.6301628083368004
Rural,447.69133775231984,20.227361960512606,Rainy,3,poor,Daylight,
Rural,139.70324041815766,47.79273120429142,Foggy,3,Fair,Night,0.7751665084405625
Highway,420.07599182582703,71.45535467661146,Clear,2,Fair,Night,0.6264040689128088
Highway,235.95020487129705,86.43620364760835,Foggy,5,poor,Daylight,
Highway,56.43084651831515,42.89374214587568,Rainy,1,Good,Night,0.4365681132612098
Highway,379.63977318546137,33.890084628813426,Clear,2,Fair,Night,0.7322501642740101
Highway,318.36189119871557,40.16148620298715,Foggy,1,Fair,Night,0.8632473209404181
Highway,204.8773474255187,55.407605169112,Foggy,3,Fair,Night,0.8377957936622317
Urban,176.69567026681852,34.83782912014763,Clear,2,Fair,Daylight,0.36397296652206296
Highway,83.16106356669562,35.68173344211117,Foggy,5,poor,Night,
Highway,473.6415176758725,24.37517000067553,Clear,3,Good,Night,0.6361303627367894
Urban,272.2931981114385,105.67251943544528,Foggy,5,Fair,Daylight,0.6705975957931047
Highway,88.4860329092486,41.97586240607424,Clear,1,Fair,Daylight,0.23298955693763718
Rural,440.90587298501174,102.19024390612871,Foggy,5,Fair,Night,0.8249608943842439
Rural,175.47492776801752,63.83093861372386,Clear,2,Good,Night,0.33361602800193063
Highway,141.6212220805947,83.24378147136092,Clear,1,Fair,Daylight,0.2656262630398009
Urban,176.42184725399844,27.570213615819533,Foggy,2,Good,Daylight,0.43895594760333656
Rural,304.0571563732001,78.35804987801848,Clear,1,Good,Night,0.4448751923980077
Urban,83.32541802366643,48.99954031733017,Foggy,2,Good,Daylight,0.4889832222648408
Rural,266.7906091052044,29.520995315119574,Foggy,3,Good,Night,0.6835092230457616
Highway,453.08455030594064,110.82324961678356,Foggy,2,poor,Night,
Urban,134.67721813075573,80.3628042349491,Clear,3,poor,Daylight,
Urban,199.03494746850973,44.1707627244019,Foggy,4,poor,Night,
Urban,228.25488427324373,61.9648010722407,Clear,5,Fair,Daylight,0.38329287285166985
Rural,313.7993201872603,55.69001340797053,Rainy,1,Good,Daylight,0.4466907096502676
Rural,463.66441093684017,90.05796658578214,Rainy,5,Good,Daylight,0.6366972800176153
Rural,227.54264370909146,80.7433176027494,Rainy,3,poor,Daylight,
Highway,81.11877830499363,21.978217606188682,Foggy,3,poor,Night,
Rural,206.57788764394658,39.78269896046735,Clear,3,Good,Night,0.4888016902889452
Highway,135.53843566993015,67.81279722408615,Foggy,2,poor,Night,
Urban,343.2985154685965,64.54857922537906,Clear,5,Fair,Night,0.6295188662504047
Urban,63.16794912529949,71.66748819435304,Rainy,3,Fair,Night,0.6248215272164797
Highway,181.368486982883,91.48108333063146,Rainy,4,Fair,Daylight,0.42937020907393736
Rural,295.328078254679,88.2008998498227,Rainy,3,Good,Night,0.610374439215423
Highway,174.80039272229942,57.28134221419914,Foggy,5,poor,Night,
Urban,297.9478775053644,107.75816279385951,Foggy,3,Fair,Daylight,0.657405920742097
Urban,101.62054498423244,26.293257044851874,Clear,3,Fair,Daylight,0.4150071835698571
Highway,474.2624695953301,78.45098951117265,Clear,1,Fair,Daylight,0.4529536865087541
Rural,180.90806329844904,114.96854925695297,Rainy,3,Fair,Daylight,0.41526766877771304
Rural,465.3503777254475,74.90814378253214,Foggy,5,Fair,Night,0.9782556516473288
Highway,196.62594777686542,65.5106300812856,Foggy,1,poor,Daylight,
Highway,401.8280860278445,33.391758869642445,Clear,1,Fair,Night,0.6405328830309182
Rural,160.78431085756384,101.01890952716113,Clear,3,Fair,Daylight,0.28799981171832756
Urban,351.39600607532054,57.379489004091205,Foggy,3,Fair,Daylight,0.6398877208830276
Highway,195.67229622024522,90.1245909484688,Foggy,4,Good,Daylight,0.5420799555676462
Rural,279.12160814434645,39.7546880407057,Clear,5,poor,Night,
Rural,353.2163655936563,24.186320293214905,Foggy,5,Fair,Night,1.0
